physical_event_id,timestamp,person_id,event_type,location_id,source_identifier,synthetic_flag,data_origin,source_dataset,source_record_reference,confidence,scenario_id
PHY-00018035,2024-01-05T16:41:18,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00018035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00018047,2025-02-01T20:56:03,PER-003233,prox-in-building,LOC-001301,SYN-ACCESS-00018047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00018088,2024-02-17T14:35:43,PER-006443,prox-out-classified,LOC-004989,SYN-ACCESS-00018088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00018099,2025-06-14T23:40:49,PER-007236,prox-in-classified,LOC-001855,SYN-ACCESS-00018099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00018133,2025-08-08T02:17:38,PER-009628,prox-in-classified,LOC-009679,SYN-ACCESS-00018133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00018142,2024-06-10T15:32:45,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00018142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00018240,2025-12-07T09:35:17,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00018240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00018265,2024-12-22T18:48:07,PER-018950,prox-in-building,LOC-002481,SYN-ACCESS-00018265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00018272,2025-11-08T18:28:02,PER-019374,prox-in-classified,LOC-007336,SYN-ACCESS-00018272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00018282,2024-09-02T11:52:12,PER-020096,prox-out-classified,LOC-007371,SYN-ACCESS-00018282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00018303,2025-06-17T04:15:51,PER-021845,prox-in-building,LOC-006029,SYN-ACCESS-00018303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00018318,2024-07-22T17:57:39,PER-022852,prox-in-building,LOC-005358,SYN-ACCESS-00018318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00018334,2025-01-03T06:33:44,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00018334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00018380,2025-11-06T09:24:09,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00018380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00018397,2025-08-04T23:36:48,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00018397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00018399,2024-10-19T11:44:39,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00018399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00018417,2025-11-17T23:15:12,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00018417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00018437,2024-01-26T22:05:46,PER-031212,prox-in-classified,LOC-008029,SYN-ACCESS-00018437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00018499,2025-05-03T12:04:10,PER-035454,prox-out-classified,LOC-003644,SYN-ACCESS-00018499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00018535,2024-09-22T12:04:15,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00018535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00018547,2024-11-02T08:32:07,PER-003233,prox-in-classified,LOC-001301,SYN-ACCESS-00018547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00018588,2024-05-16T18:48:26,PER-006443,prox-in-building,LOC-004989,SYN-ACCESS-00018588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00018599,2024-07-07T21:57:28,PER-007236,prox-in-building,LOC-001855,SYN-ACCESS-00018599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00018633,2024-03-31T08:26:50,PER-009628,prox-out-classified,LOC-009679,SYN-ACCESS-00018633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00018642,2025-03-03T19:22:39,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00018642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00018740,2024-10-14T20:58:19,PER-017223,prox-in-building,LOC-005692,SYN-ACCESS-00018740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00018765,2024-10-14T08:22:35,PER-018950,prox-in-building,LOC-002481,SYN-ACCESS-00018765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00018772,2025-07-07T16:04:17,PER-019374,prox-in-classified,LOC-007336,SYN-ACCESS-00018772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00018782,2024-02-22T18:11:05,PER-020096,prox-in-classified,LOC-007371,SYN-ACCESS-00018782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00018803,2024-01-30T08:06:10,PER-021845,prox-out-classified,LOC-006029,SYN-ACCESS-00018803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00018818,2025-08-24T01:09:58,PER-022852,prox-out-classified,LOC-005358,SYN-ACCESS-00018818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00018834,2024-10-08T01:46:32,PER-023945,prox-in-classified,LOC-006608,SYN-ACCESS-00018834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00018880,2025-01-14T12:05:49,PER-027179,prox-in-classified,LOC-001352,SYN-ACCESS-00018880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00018897,2024-08-03T22:32:59,PER-028278,prox-in-building,LOC-001251,SYN-ACCESS-00018897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00018899,2024-03-10T01:54:01,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00018899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00018917,2025-03-12T01:45:17,PER-029521,prox-in-classified,LOC-006867,SYN-ACCESS-00018917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00018937,2024-11-06T02:57:13,PER-031212,prox-in-building,LOC-008029,SYN-ACCESS-00018937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00018999,2025-09-01T23:13:52,PER-035454,prox-in-building,LOC-003644,SYN-ACCESS-00018999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00019035,2024-08-19T02:37:35,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00019035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00019047,2025-03-10T11:22:34,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00019047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00019088,2024-06-10T19:18:11,PER-006443,prox-in-classified,LOC-004989,SYN-ACCESS-00019088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00019099,2024-01-18T15:24:40,PER-007236,prox-in-building,LOC-001855,SYN-ACCESS-00019099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00019133,2024-02-27T04:39:23,PER-009628,prox-out-classified,LOC-009679,SYN-ACCESS-00019133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00019142,2024-03-12T07:28:02,PER-010131,prox-in-classified,LOC-008679,SYN-ACCESS-00019142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00019240,2025-08-31T11:06:48,PER-017223,prox-in-classified,LOC-005692,SYN-ACCESS-00019240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00019265,2024-07-08T07:26:47,PER-018950,prox-in-classified,LOC-002481,SYN-ACCESS-00019265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00019272,2024-09-17T14:20:19,PER-019374,prox-in-classified,LOC-007336,SYN-ACCESS-00019272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00019282,2025-05-25T20:36:15,PER-020096,prox-in-classified,LOC-007371,SYN-ACCESS-00019282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00019303,2025-01-30T10:23:40,PER-021845,prox-out-classified,LOC-006029,SYN-ACCESS-00019303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00019318,2025-12-09T12:46:08,PER-022852,prox-in-building,LOC-005358,SYN-ACCESS-00019318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00019334,2025-02-23T08:55:48,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00019334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00019380,2025-10-19T06:55:12,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00019380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00019397,2025-02-13T15:18:22,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00019397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00019399,2024-04-04T16:15:57,PER-028494,prox-in-building,LOC-003606,SYN-ACCESS-00019399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00019417,2024-11-21T15:38:32,PER-029521,prox-in-classified,LOC-006867,SYN-ACCESS-00019417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00019437,2024-05-27T17:49:21,PER-031212,prox-out-classified,LOC-008029,SYN-ACCESS-00019437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00019499,2025-09-07T19:34:32,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00019499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00019535,2024-06-09T13:31:48,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00019535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00019547,2025-04-09T12:05:39,PER-003233,prox-in-building,LOC-001301,SYN-ACCESS-00019547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00019588,2024-09-26T06:36:54,PER-006443,prox-in-classified,LOC-004989,SYN-ACCESS-00019588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00019599,2025-12-04T15:52:15,PER-007236,prox-out-classified,LOC-001855,SYN-ACCESS-00019599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00019633,2024-08-16T14:12:51,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00019633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00019642,2025-06-27T13:15:44,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00019642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00019740,2024-12-07T09:59:59,PER-017223,prox-in-classified,LOC-005692,SYN-ACCESS-00019740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00019765,2024-09-16T01:19:40,PER-018950,prox-in-classified,LOC-002481,SYN-ACCESS-00019765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00019772,2025-01-24T04:14:45,PER-019374,prox-in-classified,LOC-007336,SYN-ACCESS-00019772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00019782,2024-04-27T20:32:38,PER-020096,prox-in-classified,LOC-007371,SYN-ACCESS-00019782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00019803,2025-10-16T17:33:40,PER-021845,prox-out-classified,LOC-006029,SYN-ACCESS-00019803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00019818,2025-03-24T20:48:44,PER-022852,prox-out-classified,LOC-005358,SYN-ACCESS-00019818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00019834,2025-09-26T00:20:39,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00019834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00019880,2024-12-04T01:43:32,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00019880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00019897,2025-06-28T09:17:32,PER-028278,prox-in-building,LOC-001251,SYN-ACCESS-00019897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00019899,2024-05-20T08:23:44,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00019899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00019917,2025-06-04T15:24:48,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00019917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00019937,2025-02-13T00:31:52,PER-031212,prox-in-classified,LOC-008029,SYN-ACCESS-00019937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00019999,2025-03-10T20:11:02,PER-035454,prox-in-building,LOC-003644,SYN-ACCESS-00019999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00020035,2025-06-11T20:52:12,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00020035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00020047,2024-07-21T17:00:59,PER-003233,prox-in-building,LOC-001301,SYN-ACCESS-00020047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00020088,2025-09-11T22:00:34,PER-006443,prox-out-classified,LOC-004989,SYN-ACCESS-00020088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00020099,2025-09-27T13:53:11,PER-007236,prox-in-classified,LOC-001855,SYN-ACCESS-00020099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00020133,2025-05-04T16:41:23,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00020133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00020142,2024-11-12T00:20:41,PER-010131,prox-in-classified,LOC-008679,SYN-ACCESS-00020142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00020240,2024-09-14T20:32:35,PER-017223,prox-in-classified,LOC-005692,SYN-ACCESS-00020240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00020265,2024-02-12T09:14:54,PER-018950,prox-in-building,LOC-002481,SYN-ACCESS-00020265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00020272,2024-02-19T01:42:39,PER-019374,prox-in-classified,LOC-007336,SYN-ACCESS-00020272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00020282,2024-07-03T08:58:27,PER-020096,prox-in-building,LOC-007371,SYN-ACCESS-00020282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00020303,2024-11-12T13:57:56,PER-021845,prox-in-classified,LOC-006029,SYN-ACCESS-00020303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00020318,2024-08-04T12:52:47,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00020318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00020334,2024-07-29T21:27:19,PER-023945,prox-out-classified,LOC-006608,SYN-ACCESS-00020334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00020380,2025-12-13T16:04:51,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00020380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00020397,2024-10-28T08:27:18,PER-028278,prox-in-classified,LOC-001251,SYN-ACCESS-00020397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00020399,2025-12-18T22:51:26,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00020399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00020417,2024-04-15T20:01:57,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00020417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00020437,2025-08-25T11:31:44,PER-031212,prox-out-classified,LOC-008029,SYN-ACCESS-00020437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00020499,2025-02-03T22:04:30,PER-035454,prox-in-building,LOC-003644,SYN-ACCESS-00020499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00020535,2025-04-12T03:28:25,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00020535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00020547,2024-01-06T16:45:01,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00020547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00020588,2025-12-09T19:28:14,PER-006443,prox-in-classified,LOC-004989,SYN-ACCESS-00020588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00020599,2024-12-27T02:59:19,PER-007236,prox-out-classified,LOC-001855,SYN-ACCESS-00020599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00020633,2025-01-04T19:01:55,PER-009628,prox-out-classified,LOC-009679,SYN-ACCESS-00020633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00020642,2024-05-29T23:01:44,PER-010131,prox-out-classified,LOC-008679,SYN-ACCESS-00020642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00020740,2025-01-09T15:15:45,PER-017223,prox-in-classified,LOC-005692,SYN-ACCESS-00020740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00020765,2024-02-09T08:42:39,PER-018950,prox-in-building,LOC-002481,SYN-ACCESS-00020765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00020772,2024-07-26T17:20:11,PER-019374,prox-out-classified,LOC-007336,SYN-ACCESS-00020772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00020782,2025-12-29T00:27:29,PER-020096,prox-in-building,LOC-007371,SYN-ACCESS-00020782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00020803,2024-02-28T04:10:51,PER-021845,prox-in-building,LOC-006029,SYN-ACCESS-00020803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00020818,2024-08-03T01:36:36,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00020818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00020834,2024-02-02T18:15:20,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00020834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00020880,2024-03-10T20:56:32,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00020880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00020897,2024-05-06T10:02:49,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00020897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00020899,2025-10-23T04:01:20,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00020899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00020917,2025-12-22T12:04:36,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00020917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00020937,2025-08-20T13:29:58,PER-031212,prox-out-classified,LOC-008029,SYN-ACCESS-00020937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00020999,2025-08-19T13:16:18,PER-035454,prox-in-classified,LOC-003644,SYN-ACCESS-00020999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00021035,2025-03-02T14:52:17,PER-002304,prox-in-building,LOC-003069,SYN-ACCESS-00021035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00021047,2025-06-02T23:20:50,PER-003233,prox-in-classified,LOC-001301,SYN-ACCESS-00021047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00021088,2024-09-16T09:53:20,PER-006443,prox-out-classified,LOC-004989,SYN-ACCESS-00021088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00021099,2025-05-12T08:27:16,PER-007236,prox-in-classified,LOC-001855,SYN-ACCESS-00021099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00021133,2024-11-28T17:31:06,PER-009628,prox-in-classified,LOC-009679,SYN-ACCESS-00021133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00021142,2024-07-08T14:58:09,PER-010131,prox-in-classified,LOC-008679,SYN-ACCESS-00021142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00021240,2024-04-17T20:31:30,PER-017223,prox-in-building,LOC-005692,SYN-ACCESS-00021240,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00021265,2025-07-03T12:16:09,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00021265,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00021272,2024-07-11T16:44:34,PER-019374,prox-out-classified,LOC-007336,SYN-ACCESS-00021272,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00021282,2024-12-22T17:45:42,PER-020096,prox-out-classified,LOC-007371,SYN-ACCESS-00021282,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00021303,2025-10-23T08:23:36,PER-021845,prox-out-classified,LOC-006029,SYN-ACCESS-00021303,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00021318,2024-02-11T07:07:12,PER-022852,prox-in-building,LOC-005358,SYN-ACCESS-00021318,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00021334,2024-07-11T07:25:16,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00021334,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00021380,2024-08-31T12:12:27,PER-027179,prox-in-building,LOC-001352,SYN-ACCESS-00021380,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00021397,2024-03-24T15:23:19,PER-028278,prox-out-classified,LOC-001251,SYN-ACCESS-00021397,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00021399,2025-06-29T14:09:08,PER-028494,prox-out-classified,LOC-003606,SYN-ACCESS-00021399,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00021417,2025-01-20T02:05:52,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00021417,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00021437,2024-01-30T06:54:17,PER-031212,prox-in-building,LOC-008029,SYN-ACCESS-00021437,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00021499,2025-10-26T03:22:45,PER-035454,prox-out-classified,LOC-003644,SYN-ACCESS-00021499,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00021535,2025-05-17T03:55:16,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00021535,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00021547,2024-12-01T20:38:58,PER-003233,prox-in-classified,LOC-001301,SYN-ACCESS-00021547,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00021588,2025-09-27T05:50:47,PER-006443,prox-out-classified,LOC-004989,SYN-ACCESS-00021588,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00021599,2024-11-02T12:31:29,PER-007236,prox-out-classified,LOC-001855,SYN-ACCESS-00021599,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00021633,2025-01-21T17:43:29,PER-009628,prox-in-building,LOC-009679,SYN-ACCESS-00021633,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00021642,2025-07-23T04:06:32,PER-010131,prox-in-classified,LOC-008679,SYN-ACCESS-00021642,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
PHY-00021740,2025-04-03T21:22:48,PER-017223,prox-out-classified,LOC-005692,SYN-ACCESS-00021740,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0959
PHY-00021765,2025-11-26T18:56:48,PER-018950,prox-out-classified,LOC-002481,SYN-ACCESS-00021765,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1059
PHY-00021772,2025-03-28T15:03:04,PER-019374,prox-out-classified,LOC-007336,SYN-ACCESS-00021772,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1084
PHY-00021782,2025-03-04T00:51:58,PER-020096,prox-in-building,LOC-007371,SYN-ACCESS-00021782,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1124
PHY-00021803,2024-11-02T16:19:57,PER-021845,prox-in-building,LOC-006029,SYN-ACCESS-00021803,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1209
PHY-00021818,2024-08-15T12:56:28,PER-022852,prox-in-classified,LOC-005358,SYN-ACCESS-00021818,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1269
PHY-00021834,2024-12-03T16:01:42,PER-023945,prox-in-building,LOC-006608,SYN-ACCESS-00021834,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1334
PHY-00021880,2025-12-20T09:54:33,PER-027179,prox-out-classified,LOC-001352,SYN-ACCESS-00021880,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1519
PHY-00021897,2024-05-22T11:41:33,PER-028278,prox-in-building,LOC-001251,SYN-ACCESS-00021897,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1584
PHY-00021899,2024-04-18T03:19:30,PER-028494,prox-in-classified,LOC-003606,SYN-ACCESS-00021899,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1594
PHY-00021917,2024-05-24T03:57:06,PER-029521,prox-out-classified,LOC-006867,SYN-ACCESS-00021917,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1664
PHY-00021937,2024-10-20T11:18:38,PER-031212,prox-in-classified,LOC-008029,SYN-ACCESS-00021937,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1744
PHY-00021999,2025-03-07T10:52:44,PER-035454,prox-out-classified,LOC-003644,SYN-ACCESS-00021999,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-1994
PHY-00022035,2024-04-26T19:57:05,PER-002304,prox-in-classified,LOC-003069,SYN-ACCESS-00022035,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0139
PHY-00022047,2024-07-20T10:43:40,PER-003233,prox-out-classified,LOC-001301,SYN-ACCESS-00022047,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0184
PHY-00022088,2024-06-13T13:38:13,PER-006443,prox-in-classified,LOC-004989,SYN-ACCESS-00022088,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0349
PHY-00022099,2025-06-08T03:01:27,PER-007236,prox-in-building,LOC-001855,SYN-ACCESS-00022099,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0394
PHY-00022133,2024-11-27T14:37:28,PER-009628,prox-in-classified,LOC-009679,SYN-ACCESS-00022133,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0529
PHY-00022142,2024-09-07T18:42:49,PER-010131,prox-in-building,LOC-008679,SYN-ACCESS-00022142,true,SYNTHETIC,,,MEDIUM,SCN-PHYS-0564
