context_id,year,state_ut,city,crime_category,crime_count,measure_type,synthetic_flag,data_origin,source_dataset,source_record_reference,confidence,scenario_id
CTX-00367,2023,Maharashtra,Nashik,economic,23838,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00367,MEDIUM,
CTX-00368,2024,West Bengal,Kolkata,cyber-related,21894,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00368,MEDIUM,
CTX-00369,2024,Delhi,Delhi,violent,14715,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00369,MEDIUM,
CTX-00370,2024,Telangana,Hyderabad,violent,13786,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00370,MEDIUM,
CTX-00371,2022,Madhya Pradesh,Indore,violent,15716,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00371,MEDIUM,
CTX-00372,2022,Madhya Pradesh,Indore,property,17435,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00372,MEDIUM,
CTX-00373,2023,Maharashtra,Mumbai,economic,24196,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00373,MEDIUM,
CTX-00374,2022,Madhya Pradesh,Indore,other,5871,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00374,MEDIUM,
CTX-00375,2023,Madhya Pradesh,Indore,cyber-related,2617,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00375,MEDIUM,
CTX-00376,2023,Maharashtra,Nashik,violent,11210,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00376,MEDIUM,
CTX-00377,2024,Maharashtra,Mumbai,cyber-related,23526,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00377,MEDIUM,
CTX-00378,2023,Maharashtra,Nagpur,cyber-related,2277,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00378,MEDIUM,
CTX-00379,2022,Maharashtra,Nashik,theft,14784,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00379,MEDIUM,
CTX-00380,2023,Maharashtra,Nagpur,economic,24339,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00380,MEDIUM,
CTX-00381,2024,Maharashtra,Nashik,theft,17072,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00381,MEDIUM,
CTX-00382,2023,Maharashtra,Nagpur,other,4367,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00382,MEDIUM,
CTX-00383,2024,West Bengal,Kolkata,property,4645,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00383,MEDIUM,
CTX-00384,2022,West Bengal,Kolkata,property,18591,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00384,MEDIUM,
CTX-00385,2024,Delhi,Delhi,other,17161,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00385,MEDIUM,
CTX-00386,2023,Gujarat,Ahmedabad,other,15997,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00386,MEDIUM,
CTX-00387,2024,Telangana,Hyderabad,cyber-related,23683,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00387,MEDIUM,
CTX-00388,2024,Delhi,Delhi,fraud,5752,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00388,MEDIUM,
CTX-00389,2023,Karnataka,Bengaluru,fraud,14752,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00389,MEDIUM,
CTX-00390,2022,Maharashtra,Nashik,economic,13046,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00390,MEDIUM,
CTX-00391,2022,Maharashtra,Pune,theft,20519,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00391,MEDIUM,
CTX-00392,2023,West Bengal,Kolkata,fraud,10553,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00392,MEDIUM,
CTX-00393,2024,Madhya Pradesh,Indore,theft,10501,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00393,MEDIUM,
CTX-00394,2023,Madhya Pradesh,Indore,fraud,3657,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00394,MEDIUM,
CTX-00395,2023,Maharashtra,Nagpur,violent,6683,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00395,MEDIUM,
CTX-00396,2023,Karnataka,Bengaluru,cyber-related,16088,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00396,MEDIUM,
CTX-00397,2022,West Bengal,Kolkata,economic,14503,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00397,MEDIUM,
CTX-00398,2022,Maharashtra,Nashik,theft,11301,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00398,MEDIUM,
CTX-00399,2022,Telangana,Hyderabad,cyber-related,22611,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00399,MEDIUM,
CTX-00400,2023,Maharashtra,Pune,theft,7962,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00400,MEDIUM,
CTX-00401,2024,Maharashtra,Mumbai,property,4377,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00401,MEDIUM,
CTX-00402,2022,Delhi,Delhi,violent,22824,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00402,MEDIUM,
CTX-00403,2022,Madhya Pradesh,Indore,fraud,6092,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00403,MEDIUM,
CTX-00404,2023,Madhya Pradesh,Indore,economic,10401,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00404,MEDIUM,
CTX-00405,2024,Delhi,Delhi,violent,3348,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00405,MEDIUM,
CTX-00406,2024,Maharashtra,Pune,violent,15403,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00406,MEDIUM,
CTX-00407,2022,West Bengal,Kolkata,economic,10900,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00407,MEDIUM,
CTX-00408,2022,Gujarat,Ahmedabad,economic,12457,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00408,MEDIUM,
CTX-00409,2022,Maharashtra,Nashik,violent,19237,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00409,MEDIUM,
CTX-00410,2023,Telangana,Hyderabad,theft,6708,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00410,MEDIUM,
CTX-00411,2023,Delhi,Delhi,economic,16529,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00411,MEDIUM,
CTX-00412,2023,Telangana,Hyderabad,economic,23567,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00412,MEDIUM,
CTX-00413,2023,Telangana,Hyderabad,fraud,24345,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00413,MEDIUM,
CTX-00414,2022,Telangana,Hyderabad,property,2994,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00414,MEDIUM,
CTX-00415,2024,Madhya Pradesh,Indore,violent,8075,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00415,MEDIUM,
CTX-00416,2024,Maharashtra,Nashik,other,4158,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00416,MEDIUM,
CTX-00417,2024,Karnataka,Bengaluru,theft,2701,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00417,MEDIUM,
CTX-00418,2023,Gujarat,Ahmedabad,violent,6991,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00418,MEDIUM,
CTX-00419,2024,Maharashtra,Mumbai,economic,12827,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00419,MEDIUM,
CTX-00420,2022,Maharashtra,Mumbai,cyber-related,15507,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00420,MEDIUM,
CTX-00421,2022,Maharashtra,Mumbai,other,14205,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00421,MEDIUM,
CTX-00422,2024,Maharashtra,Mumbai,violent,21850,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00422,MEDIUM,
CTX-00423,2022,Maharashtra,Pune,theft,5074,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00423,MEDIUM,
CTX-00424,2023,Maharashtra,Pune,property,7849,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00424,MEDIUM,
CTX-00425,2022,Delhi,Delhi,other,832,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00425,MEDIUM,
CTX-00426,2023,Maharashtra,Pune,economic,9750,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00426,MEDIUM,
CTX-00427,2023,Gujarat,Ahmedabad,property,18692,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00427,MEDIUM,
CTX-00428,2023,Delhi,Delhi,violent,9179,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00428,MEDIUM,
CTX-00429,2024,Maharashtra,Nagpur,theft,22587,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00429,MEDIUM,
CTX-00430,2023,Gujarat,Ahmedabad,fraud,10206,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00430,MEDIUM,
CTX-00431,2024,Telangana,Hyderabad,fraud,23232,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00431,MEDIUM,
CTX-00432,2022,Karnataka,Bengaluru,property,12041,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00432,MEDIUM,
CTX-00433,2024,Gujarat,Ahmedabad,fraud,7989,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00433,MEDIUM,
CTX-00434,2024,West Bengal,Kolkata,property,7753,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00434,MEDIUM,
CTX-00435,2024,Karnataka,Bengaluru,economic,11744,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00435,MEDIUM,
CTX-00436,2023,Karnataka,Bengaluru,theft,8532,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00436,MEDIUM,
CTX-00437,2022,Karnataka,Bengaluru,cyber-related,5216,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00437,MEDIUM,
CTX-00438,2022,Delhi,Delhi,property,3848,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00438,MEDIUM,
CTX-00439,2022,Maharashtra,Pune,economic,11268,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00439,MEDIUM,
CTX-00440,2022,Madhya Pradesh,Indore,other,2985,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00440,MEDIUM,
CTX-00441,2023,Delhi,Delhi,fraud,17951,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00441,MEDIUM,
CTX-00442,2024,Maharashtra,Mumbai,theft,5387,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00442,MEDIUM,
CTX-00443,2023,Delhi,Delhi,theft,1136,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00443,MEDIUM,
CTX-00444,2024,Maharashtra,Nagpur,violent,15228,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00444,MEDIUM,
CTX-00445,2022,Maharashtra,Mumbai,theft,13707,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00445,MEDIUM,
CTX-00446,2023,Gujarat,Ahmedabad,economic,23461,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00446,MEDIUM,
CTX-00447,2024,Karnataka,Bengaluru,economic,6046,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00447,MEDIUM,
CTX-00448,2022,Madhya Pradesh,Indore,property,887,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00448,MEDIUM,
CTX-00449,2024,Gujarat,Ahmedabad,violent,21831,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00449,MEDIUM,
CTX-00450,2023,Maharashtra,Pune,property,19368,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00450,MEDIUM,
CTX-00451,2022,Maharashtra,Nagpur,economic,9512,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00451,MEDIUM,
CTX-00452,2023,Maharashtra,Nagpur,cyber-related,3172,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00452,MEDIUM,
CTX-00453,2022,West Bengal,Kolkata,theft,2467,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00453,MEDIUM,
CTX-00454,2023,Delhi,Delhi,other,5377,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00454,MEDIUM,
CTX-00455,2023,Delhi,Delhi,theft,20532,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00455,MEDIUM,
CTX-00456,2022,Maharashtra,Mumbai,economic,7950,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00456,MEDIUM,
CTX-00457,2022,Maharashtra,Nashik,fraud,11809,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00457,MEDIUM,
CTX-00458,2023,Delhi,Delhi,cyber-related,15689,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00458,MEDIUM,
CTX-00459,2023,Maharashtra,Pune,theft,11574,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00459,MEDIUM,
CTX-00460,2024,Maharashtra,Mumbai,property,18519,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00460,MEDIUM,
CTX-00461,2022,Madhya Pradesh,Indore,theft,16266,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00461,MEDIUM,
CTX-00462,2022,Delhi,Delhi,property,19296,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00462,MEDIUM,
CTX-00463,2024,Madhya Pradesh,Indore,economic,10539,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00463,MEDIUM,
CTX-00464,2023,Delhi,Delhi,fraud,21848,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00464,MEDIUM,
CTX-00465,2022,Maharashtra,Nashik,violent,7554,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00465,MEDIUM,
CTX-00466,2023,Maharashtra,Mumbai,property,13875,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00466,MEDIUM,
CTX-00467,2023,Maharashtra,Mumbai,property,23468,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00467,MEDIUM,
CTX-00468,2022,Telangana,Hyderabad,cyber-related,11670,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00468,MEDIUM,
CTX-00469,2024,West Bengal,Kolkata,property,12129,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00469,MEDIUM,
CTX-00470,2023,Karnataka,Bengaluru,violent,1630,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00470,MEDIUM,
CTX-00471,2024,Maharashtra,Pune,economic,24650,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00471,MEDIUM,
CTX-00472,2023,Delhi,Delhi,economic,7187,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00472,MEDIUM,
CTX-00473,2023,Gujarat,Ahmedabad,economic,20283,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00473,MEDIUM,
CTX-00474,2023,Delhi,Delhi,fraud,5487,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00474,MEDIUM,
CTX-00475,2023,Delhi,Delhi,other,16446,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00475,MEDIUM,
CTX-00476,2023,Karnataka,Bengaluru,economic,14182,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00476,MEDIUM,
CTX-00477,2024,Telangana,Hyderabad,violent,18257,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00477,MEDIUM,
CTX-00478,2023,Maharashtra,Pune,economic,8198,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00478,MEDIUM,
CTX-00479,2024,Telangana,Hyderabad,cyber-related,15078,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00479,MEDIUM,
CTX-00480,2024,Maharashtra,Pune,fraud,2503,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00480,MEDIUM,
CTX-00481,2023,Karnataka,Bengaluru,property,1961,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00481,MEDIUM,
CTX-00482,2023,Maharashtra,Nashik,property,24135,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00482,MEDIUM,
CTX-00483,2024,Maharashtra,Pune,property,1290,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00483,MEDIUM,
CTX-00484,2024,Gujarat,Ahmedabad,cyber-related,13039,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00484,MEDIUM,
CTX-00485,2024,Maharashtra,Nagpur,economic,6972,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00485,MEDIUM,
CTX-00486,2023,Gujarat,Ahmedabad,violent,1239,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00486,MEDIUM,
CTX-00487,2022,Maharashtra,Mumbai,theft,1991,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00487,MEDIUM,
CTX-00488,2024,Telangana,Hyderabad,violent,18248,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00488,MEDIUM,
CTX-00489,2024,Maharashtra,Nagpur,fraud,9536,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00489,MEDIUM,
CTX-00490,2023,Madhya Pradesh,Indore,cyber-related,18766,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00490,MEDIUM,
CTX-00491,2022,Delhi,Delhi,economic,14585,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00491,MEDIUM,
CTX-00492,2024,Delhi,Delhi,violent,7532,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00492,MEDIUM,
CTX-00493,2022,Delhi,Delhi,other,830,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00493,MEDIUM,
CTX-00494,2024,Maharashtra,Nashik,violent,8286,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00494,MEDIUM,
CTX-00495,2024,Maharashtra,Nagpur,cyber-related,1322,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00495,MEDIUM,
CTX-00496,2023,Delhi,Delhi,economic,5498,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00496,MEDIUM,
CTX-00497,2023,Maharashtra,Nagpur,cyber-related,12938,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00497,MEDIUM,
CTX-00498,2023,Telangana,Hyderabad,economic,16412,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00498,MEDIUM,
CTX-00499,2024,Karnataka,Bengaluru,other,16686,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00499,MEDIUM,
CTX-00500,2023,Gujarat,Ahmedabad,violent,6551,aggregate_count,false,DERIVED,01_NCRB_India_2023,aggregate-pattern-00500,MEDIUM,
