case_id,case_title,investigation_type,status,opened_at,description,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
CASE-00930,Synthetic investigation 0930,mixed,open,2025-07-10T12:25:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0930,Medium,synthetic-design,AUDIT-cases-CASE-00930
CASE-00931,Synthetic investigation 0931,financial,open,2024-06-12T14:26:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0931,Medium,synthetic-design,AUDIT-cases-CASE-00931
CASE-00932,Synthetic investigation 0932,communication,open,2025-03-15T21:05:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0932,Medium,synthetic-design,AUDIT-cases-CASE-00932
CASE-00933,Synthetic investigation 0933,cyber,review,2024-02-12T17:26:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0933,Medium,synthetic-design,AUDIT-cases-CASE-00933
CASE-00934,Synthetic investigation 0934,physical,open,2024-10-29T08:09:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0934,Medium,synthetic-design,AUDIT-cases-CASE-00934
CASE-00935,Synthetic investigation 0935,mixed,open,2024-03-16T21:44:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0935,Medium,synthetic-design,AUDIT-cases-CASE-00935
CASE-00936,Synthetic investigation 0936,financial,open,2025-05-04T08:35:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0936,Medium,synthetic-design,AUDIT-cases-CASE-00936
CASE-00937,Synthetic investigation 0937,communication,closed,2024-01-15T16:59:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0937,Medium,synthetic-design,AUDIT-cases-CASE-00937
CASE-00938,Synthetic investigation 0938,cyber,closed,2024-06-24T18:13:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0938,Medium,synthetic-design,AUDIT-cases-CASE-00938
CASE-00939,Synthetic investigation 0939,physical,review,2024-05-28T18:00:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0939,Medium,synthetic-design,AUDIT-cases-CASE-00939
CASE-00940,Synthetic investigation 0940,mixed,open,2025-07-11T10:37:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0940,Medium,synthetic-design,AUDIT-cases-CASE-00940
CASE-00941,Synthetic investigation 0941,financial,review,2024-09-30T14:43:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0941,Medium,synthetic-design,AUDIT-cases-CASE-00941
CASE-00942,Synthetic investigation 0942,communication,review,2025-02-03T11:36:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0942,Medium,synthetic-design,AUDIT-cases-CASE-00942
CASE-00943,Synthetic investigation 0943,cyber,open,2024-10-28T20:13:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0943,Medium,synthetic-design,AUDIT-cases-CASE-00943
CASE-00944,Synthetic investigation 0944,physical,review,2024-06-26T21:56:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0944,Medium,synthetic-design,AUDIT-cases-CASE-00944
CASE-00945,Synthetic investigation 0945,mixed,open,2024-07-23T05:06:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0945,Medium,synthetic-design,AUDIT-cases-CASE-00945
CASE-00946,Synthetic investigation 0946,financial,review,2024-04-14T20:44:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0946,Medium,synthetic-design,AUDIT-cases-CASE-00946
CASE-00947,Synthetic investigation 0947,communication,open,2024-12-18T23:26:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0947,Medium,synthetic-design,AUDIT-cases-CASE-00947
CASE-00948,Synthetic investigation 0948,cyber,closed,2024-09-04T22:26:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0948,Medium,synthetic-design,AUDIT-cases-CASE-00948
CASE-00949,Synthetic investigation 0949,physical,review,2025-05-04T09:31:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0949,Medium,synthetic-design,AUDIT-cases-CASE-00949
CASE-00950,Synthetic investigation 0950,mixed,open,2024-06-20T00:08:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0950,Medium,synthetic-design,AUDIT-cases-CASE-00950
CASE-00951,Synthetic investigation 0951,financial,open,2025-07-10T02:33:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0951,Medium,synthetic-design,AUDIT-cases-CASE-00951
CASE-00952,Synthetic investigation 0952,communication,review,2024-11-14T20:35:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0952,Medium,synthetic-design,AUDIT-cases-CASE-00952
CASE-00953,Synthetic investigation 0953,cyber,closed,2025-06-14T20:21:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0953,Medium,synthetic-design,AUDIT-cases-CASE-00953
CASE-00954,Synthetic investigation 0954,physical,closed,2024-10-24T22:28:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0954,Medium,synthetic-design,AUDIT-cases-CASE-00954
CASE-00955,Synthetic investigation 0955,mixed,closed,2025-06-14T04:32:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0955,Medium,synthetic-design,AUDIT-cases-CASE-00955
CASE-00956,Synthetic investigation 0956,financial,open,2024-07-06T06:37:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0956,Medium,synthetic-design,AUDIT-cases-CASE-00956
CASE-00957,Synthetic investigation 0957,communication,open,2024-06-20T08:50:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0957,Medium,synthetic-design,AUDIT-cases-CASE-00957
CASE-00958,Synthetic investigation 0958,cyber,closed,2024-11-10T17:07:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0958,Medium,synthetic-design,AUDIT-cases-CASE-00958
CASE-00959,Synthetic investigation 0959,physical,review,2024-08-06T00:39:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0959,Medium,synthetic-design,AUDIT-cases-CASE-00959
CASE-00960,Synthetic investigation 0960,mixed,review,2024-01-08T14:03:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0960,Medium,synthetic-design,AUDIT-cases-CASE-00960
CASE-00961,Synthetic investigation 0961,financial,closed,2024-04-26T04:53:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0961,Medium,synthetic-design,AUDIT-cases-CASE-00961
CASE-00962,Synthetic investigation 0962,communication,closed,2024-06-07T05:06:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0962,Medium,synthetic-design,AUDIT-cases-CASE-00962
CASE-00963,Synthetic investigation 0963,cyber,open,2024-05-24T16:38:42,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0963,Medium,synthetic-design,AUDIT-cases-CASE-00963
CASE-00964,Synthetic investigation 0964,physical,closed,2024-09-24T11:43:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0964,Medium,synthetic-design,AUDIT-cases-CASE-00964
CASE-00965,Synthetic investigation 0965,mixed,open,2024-02-06T01:45:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0965,Medium,synthetic-design,AUDIT-cases-CASE-00965
CASE-00966,Synthetic investigation 0966,financial,open,2024-07-17T15:47:33,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0966,Medium,synthetic-design,AUDIT-cases-CASE-00966
CASE-00967,Synthetic investigation 0967,communication,open,2025-05-30T03:52:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0967,Medium,synthetic-design,AUDIT-cases-CASE-00967
CASE-00968,Synthetic investigation 0968,cyber,closed,2024-10-27T17:40:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0968,Medium,synthetic-design,AUDIT-cases-CASE-00968
CASE-00969,Synthetic investigation 0969,physical,open,2024-12-25T07:17:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0969,Medium,synthetic-design,AUDIT-cases-CASE-00969
CASE-00970,Synthetic investigation 0970,mixed,closed,2024-01-14T10:20:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0970,Medium,synthetic-design,AUDIT-cases-CASE-00970
CASE-00971,Synthetic investigation 0971,financial,closed,2024-09-30T18:39:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0971,Medium,synthetic-design,AUDIT-cases-CASE-00971
CASE-00972,Synthetic investigation 0972,communication,review,2024-05-17T12:37:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0972,Medium,synthetic-design,AUDIT-cases-CASE-00972
CASE-00973,Synthetic investigation 0973,cyber,closed,2025-01-27T05:20:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0973,Medium,synthetic-design,AUDIT-cases-CASE-00973
CASE-00974,Synthetic investigation 0974,physical,review,2024-04-25T01:18:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0974,Medium,synthetic-design,AUDIT-cases-CASE-00974
CASE-00975,Synthetic investigation 0975,mixed,open,2024-12-31T09:36:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0975,Medium,synthetic-design,AUDIT-cases-CASE-00975
CASE-00976,Synthetic investigation 0976,financial,open,2025-06-22T12:38:09,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0976,Medium,synthetic-design,AUDIT-cases-CASE-00976
CASE-00977,Synthetic investigation 0977,communication,review,2024-11-07T01:51:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0977,Medium,synthetic-design,AUDIT-cases-CASE-00977
CASE-00978,Synthetic investigation 0978,cyber,review,2025-03-01T09:02:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0978,Medium,synthetic-design,AUDIT-cases-CASE-00978
CASE-00979,Synthetic investigation 0979,physical,open,2025-02-22T14:30:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0979,Medium,synthetic-design,AUDIT-cases-CASE-00979
CASE-00980,Synthetic investigation 0980,mixed,closed,2024-07-19T13:54:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0980,Medium,synthetic-design,AUDIT-cases-CASE-00980
CASE-00981,Synthetic investigation 0981,financial,open,2025-02-17T01:52:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0981,Medium,synthetic-design,AUDIT-cases-CASE-00981
CASE-00982,Synthetic investigation 0982,communication,open,2024-07-08T02:08:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0982,Medium,synthetic-design,AUDIT-cases-CASE-00982
CASE-00983,Synthetic investigation 0983,cyber,open,2024-06-17T17:26:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0983,Medium,synthetic-design,AUDIT-cases-CASE-00983
CASE-00984,Synthetic investigation 0984,physical,closed,2024-11-25T07:55:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0984,Medium,synthetic-design,AUDIT-cases-CASE-00984
CASE-00985,Synthetic investigation 0985,mixed,closed,2025-05-26T03:49:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0985,Medium,synthetic-design,AUDIT-cases-CASE-00985
CASE-00986,Synthetic investigation 0986,financial,open,2025-02-10T05:40:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0986,Medium,synthetic-design,AUDIT-cases-CASE-00986
CASE-00987,Synthetic investigation 0987,communication,closed,2024-06-10T22:32:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0987,Medium,synthetic-design,AUDIT-cases-CASE-00987
CASE-00988,Synthetic investigation 0988,cyber,open,2024-10-09T18:16:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0988,Medium,synthetic-design,AUDIT-cases-CASE-00988
CASE-00989,Synthetic investigation 0989,physical,review,2024-01-26T21:32:35,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0989,Medium,synthetic-design,AUDIT-cases-CASE-00989
CASE-00990,Synthetic investigation 0990,mixed,open,2024-10-23T00:45:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0990,Medium,synthetic-design,AUDIT-cases-CASE-00990
CASE-00991,Synthetic investigation 0991,financial,review,2024-03-12T07:20:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0991,Medium,synthetic-design,AUDIT-cases-CASE-00991
CASE-00992,Synthetic investigation 0992,communication,review,2024-08-01T18:00:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0992,Medium,synthetic-design,AUDIT-cases-CASE-00992
CASE-00993,Synthetic investigation 0993,cyber,closed,2025-07-20T16:48:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0993,Medium,synthetic-design,AUDIT-cases-CASE-00993
CASE-00994,Synthetic investigation 0994,physical,open,2024-03-13T13:59:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0994,Medium,synthetic-design,AUDIT-cases-CASE-00994
CASE-00995,Synthetic investigation 0995,mixed,closed,2024-06-30T02:00:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0995,Medium,synthetic-design,AUDIT-cases-CASE-00995
CASE-00996,Synthetic investigation 0996,financial,closed,2025-03-24T01:20:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0996,Medium,synthetic-design,AUDIT-cases-CASE-00996
CASE-00997,Synthetic investigation 0997,communication,review,2024-01-04T23:48:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0997,Medium,synthetic-design,AUDIT-cases-CASE-00997
CASE-00998,Synthetic investigation 0998,cyber,open,2025-02-04T22:18:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0998,Medium,synthetic-design,AUDIT-cases-CASE-00998
CASE-00999,Synthetic investigation 0999,physical,open,2025-06-19T16:41:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0999,Medium,synthetic-design,AUDIT-cases-CASE-00999
CASE-01000,Synthetic investigation 1000,mixed,open,2025-03-06T16:23:35,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1000,Medium,synthetic-design,AUDIT-cases-CASE-01000
CASE-01001,Synthetic investigation 1001,financial,closed,2024-11-15T09:22:33,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1001,Medium,synthetic-design,AUDIT-cases-CASE-01001
CASE-01002,Synthetic investigation 1002,communication,closed,2024-12-04T06:22:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1002,Medium,synthetic-design,AUDIT-cases-CASE-01002
CASE-01003,Synthetic investigation 1003,cyber,review,2024-09-29T03:46:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1003,Medium,synthetic-design,AUDIT-cases-CASE-01003
CASE-01004,Synthetic investigation 1004,physical,review,2025-01-09T12:06:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1004,Medium,synthetic-design,AUDIT-cases-CASE-01004
CASE-01005,Synthetic investigation 1005,mixed,open,2024-03-10T11:04:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1005,Medium,synthetic-design,AUDIT-cases-CASE-01005
CASE-01006,Synthetic investigation 1006,financial,open,2024-04-16T11:38:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1006,Medium,synthetic-design,AUDIT-cases-CASE-01006
CASE-01007,Synthetic investigation 1007,communication,closed,2025-02-27T15:11:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1007,Medium,synthetic-design,AUDIT-cases-CASE-01007
CASE-01008,Synthetic investigation 1008,cyber,open,2025-05-01T22:02:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1008,Medium,synthetic-design,AUDIT-cases-CASE-01008
CASE-01009,Synthetic investigation 1009,physical,closed,2025-04-12T00:45:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1009,Medium,synthetic-design,AUDIT-cases-CASE-01009
CASE-01010,Synthetic investigation 1010,mixed,review,2024-06-29T11:05:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1010,Medium,synthetic-design,AUDIT-cases-CASE-01010
CASE-01011,Synthetic investigation 1011,financial,review,2024-08-01T11:20:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1011,Medium,synthetic-design,AUDIT-cases-CASE-01011
CASE-01012,Synthetic investigation 1012,communication,open,2024-03-23T05:41:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1012,Medium,synthetic-design,AUDIT-cases-CASE-01012
CASE-01013,Synthetic investigation 1013,cyber,open,2024-06-02T14:27:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1013,Medium,synthetic-design,AUDIT-cases-CASE-01013
CASE-01014,Synthetic investigation 1014,physical,closed,2024-02-22T17:16:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1014,Medium,synthetic-design,AUDIT-cases-CASE-01014
CASE-01015,Synthetic investigation 1015,mixed,closed,2024-06-18T20:01:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1015,Medium,synthetic-design,AUDIT-cases-CASE-01015
CASE-01016,Synthetic investigation 1016,financial,review,2025-07-24T01:10:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1016,Medium,synthetic-design,AUDIT-cases-CASE-01016
CASE-01017,Synthetic investigation 1017,communication,review,2024-09-22T16:20:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1017,Medium,synthetic-design,AUDIT-cases-CASE-01017
CASE-01018,Synthetic investigation 1018,cyber,open,2025-01-09T14:22:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1018,Medium,synthetic-design,AUDIT-cases-CASE-01018
CASE-01019,Synthetic investigation 1019,physical,open,2024-02-18T20:51:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1019,Medium,synthetic-design,AUDIT-cases-CASE-01019
CASE-01020,Synthetic investigation 1020,mixed,open,2025-06-12T09:50:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1020,Medium,synthetic-design,AUDIT-cases-CASE-01020
CASE-01021,Synthetic investigation 1021,financial,closed,2024-11-08T17:00:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1021,Medium,synthetic-design,AUDIT-cases-CASE-01021
CASE-01022,Synthetic investigation 1022,communication,review,2025-07-11T07:41:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1022,Medium,synthetic-design,AUDIT-cases-CASE-01022
CASE-01023,Synthetic investigation 1023,cyber,open,2024-03-12T22:20:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1023,Medium,synthetic-design,AUDIT-cases-CASE-01023
CASE-01024,Synthetic investigation 1024,physical,closed,2025-04-30T22:33:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1024,Medium,synthetic-design,AUDIT-cases-CASE-01024
CASE-01025,Synthetic investigation 1025,mixed,open,2025-07-05T11:48:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1025,Medium,synthetic-design,AUDIT-cases-CASE-01025
CASE-01026,Synthetic investigation 1026,financial,closed,2025-04-24T00:33:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1026,Medium,synthetic-design,AUDIT-cases-CASE-01026
CASE-01027,Synthetic investigation 1027,communication,closed,2025-04-01T18:34:33,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1027,Medium,synthetic-design,AUDIT-cases-CASE-01027
CASE-01028,Synthetic investigation 1028,cyber,review,2024-03-02T20:49:23,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1028,Medium,synthetic-design,AUDIT-cases-CASE-01028
CASE-01029,Synthetic investigation 1029,physical,review,2024-04-22T00:02:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1029,Medium,synthetic-design,AUDIT-cases-CASE-01029
CASE-01030,Synthetic investigation 1030,mixed,closed,2024-07-09T22:15:09,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1030,Medium,synthetic-design,AUDIT-cases-CASE-01030
CASE-01031,Synthetic investigation 1031,financial,review,2025-01-06T16:32:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1031,Medium,synthetic-design,AUDIT-cases-CASE-01031
CASE-01032,Synthetic investigation 1032,communication,open,2025-01-18T09:18:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1032,Medium,synthetic-design,AUDIT-cases-CASE-01032
CASE-01033,Synthetic investigation 1033,cyber,review,2024-09-09T18:32:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1033,Medium,synthetic-design,AUDIT-cases-CASE-01033
CASE-01034,Synthetic investigation 1034,physical,closed,2024-10-14T18:40:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1034,Medium,synthetic-design,AUDIT-cases-CASE-01034
CASE-01035,Synthetic investigation 1035,mixed,open,2025-07-30T12:47:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1035,Medium,synthetic-design,AUDIT-cases-CASE-01035
CASE-01036,Synthetic investigation 1036,financial,closed,2025-07-23T13:20:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1036,Medium,synthetic-design,AUDIT-cases-CASE-01036
CASE-01037,Synthetic investigation 1037,communication,review,2024-10-16T01:18:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1037,Medium,synthetic-design,AUDIT-cases-CASE-01037
CASE-01038,Synthetic investigation 1038,cyber,open,2024-07-20T20:59:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1038,Medium,synthetic-design,AUDIT-cases-CASE-01038
CASE-01039,Synthetic investigation 1039,physical,closed,2024-02-14T08:11:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1039,Medium,synthetic-design,AUDIT-cases-CASE-01039
CASE-01040,Synthetic investigation 1040,mixed,review,2025-05-07T06:49:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1040,Medium,synthetic-design,AUDIT-cases-CASE-01040
CASE-01041,Synthetic investigation 1041,financial,open,2024-09-04T17:41:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1041,Medium,synthetic-design,AUDIT-cases-CASE-01041
CASE-01042,Synthetic investigation 1042,communication,review,2024-01-19T23:20:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1042,Medium,synthetic-design,AUDIT-cases-CASE-01042
CASE-01043,Synthetic investigation 1043,cyber,closed,2025-06-15T00:14:36,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1043,Medium,synthetic-design,AUDIT-cases-CASE-01043
CASE-01044,Synthetic investigation 1044,physical,closed,2024-05-09T17:36:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1044,Medium,synthetic-design,AUDIT-cases-CASE-01044
CASE-01045,Synthetic investigation 1045,mixed,open,2024-06-09T01:56:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1045,Medium,synthetic-design,AUDIT-cases-CASE-01045
CASE-01046,Synthetic investigation 1046,financial,open,2024-08-05T18:30:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1046,Medium,synthetic-design,AUDIT-cases-CASE-01046
CASE-01047,Synthetic investigation 1047,communication,open,2025-04-04T13:00:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1047,Medium,synthetic-design,AUDIT-cases-CASE-01047
CASE-01048,Synthetic investigation 1048,cyber,open,2024-10-30T15:02:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1048,Medium,synthetic-design,AUDIT-cases-CASE-01048
CASE-01049,Synthetic investigation 1049,physical,closed,2024-12-09T13:50:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1049,Medium,synthetic-design,AUDIT-cases-CASE-01049
CASE-01050,Synthetic investigation 1050,mixed,open,2024-01-20T10:57:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1050,Medium,synthetic-design,AUDIT-cases-CASE-01050
CASE-01051,Synthetic investigation 1051,financial,review,2024-07-24T06:43:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1051,Medium,synthetic-design,AUDIT-cases-CASE-01051
CASE-01052,Synthetic investigation 1052,communication,review,2024-03-25T05:35:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1052,Medium,synthetic-design,AUDIT-cases-CASE-01052
CASE-01053,Synthetic investigation 1053,cyber,open,2025-04-20T14:16:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1053,Medium,synthetic-design,AUDIT-cases-CASE-01053
CASE-01054,Synthetic investigation 1054,physical,review,2024-09-15T16:14:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1054,Medium,synthetic-design,AUDIT-cases-CASE-01054
